,carat,cut,color,clarity,depth,table,price,x,y,z
41061,0.5,Premium,D,SI2,62.2,58.0,1190,5.08,5.14,3.18
14495,1.01,Premium,F,SI1,59.1,56.0,5854,6.65,6.52,3.89
5245,1.0,Very Good,F,SI2,62.7,58.0,3789,6.3,6.36,3.97
30503,0.31,Ideal,D,SI1,62.9,56.0,732,4.34,4.31,2.72
31655,0.35,Ideal,E,VS2,62.4,57.0,767,4.52,4.55,2.83
2223,0.7,Ideal,H,VS2,61.2,57.0,3145,5.73,5.77,3.52
9183,1.08,Ideal,G,SI2,62.2,56.0,4544,6.56,6.59,4.09
27069,1.21,Premium,D,VVS1,60.1,59.0,17192,6.96,6.88,4.16
10843,1.06,Premium,H,SI1,62.8,58.0,4872,6.49,6.47,4.07
41271,0.28,Ideal,I,VS2,62.4,56.0,503,4.19,4.22,2.62
43669,0.5,Good,F,VS2,63.3,57.0,1436,5.02,5.06,3.19
14756,1.01,Premium,D,SI1,61.6,58.0,5939,6.47,6.42,3.97
28534,0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05
23895,1.53,Ideal,F,SI1,61.6,56.0,11999,7.34,7.39,4.54
46502,0.57,Premium,E,VS2,63.0,59.0,1778,5.29,5.25,3.32
40976,0.41,Premium,D,VVS2,61.9,59.0,1181,4.78,4.75,2.95
27403,2.24,Ideal,F,SI2,60.3,59.0,17989,8.47,8.5,5.12
33181,0.41,Good,E,SI2,63.8,57.0,818,4.75,4.68,3.01
40577,0.5,Very Good,G,SI1,62.4,52.0,1153,5.1,5.15,3.2
50636,0.23,Very Good,F,VS2,59.1,59.0,402,4.02,4.07,2.39
12934,1.11,Very Good,F,SI1,60.1,61.0,5384,6.64,6.74,4.06
14919,1.2,Ideal,E,SI2,61.3,56.0,6006,6.85,6.88,4.21
23540,1.14,Premium,F,VVS1,59.4,59.0,11549,6.87,6.8,4.06
4019,0.9,Ideal,G,SI2,62.5,56.0,3521,6.15,6.2,3.86
20119,1.22,Premium,G,VS1,62.2,59.0,8583,6.82,6.87,4.26
53408,0.7,Premium,F,VS1,61.7,60.0,2669,5.67,5.64,3.49
6558,1.07,Premium,I,SI1,58.4,60.0,4075,6.78,6.68,3.93
41664,0.51,Very Good,E,SI2,63.3,56.0,1239,5.12,5.08,3.23
45973,0.3,Premium,E,SI1,62.5,60.0,526,4.24,4.27,2.66
7020,1.12,Premium,G,SI2,61.2,58.0,4158,6.69,6.67,4.09
15052,0.3,Premium,F,VS2,61.5,60.0,605,4.26,4.29,2.63
37636,0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9
787,0.9,Premium,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
45984,0.3,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66
51022,0.74,Premium,F,SI2,61.4,57.0,2328,5.82,5.8,3.57
32127,0.41,Very Good,J,VS2,63.4,56.0,784,4.73,4.7,2.99
44568,0.52,Premium,E,SI1,61.6,58.0,1605,5.17,5.12,3.17
995,0.54,Ideal,D,VVS2,61.4,52.0,2897,5.3,5.34,3.26
3871,0.9,Very Good,H,SI2,61.2,57.0,3481,6.21,6.27,3.82
51996,0.7,Good,I,VS1,61.1,61.0,2443,5.65,5.7,3.47
48655,0.34,Very Good,H,VS2,62.4,60.0,537,4.41,4.44,2.76
1601,0.7,Ideal,F,VS2,61.9,55.0,3011,5.7,5.74,3.54
15082,1.02,Very Good,G,VS2,63.0,57.0,6062,6.37,6.39,4.02
6602,1.0,Good,F,SI2,63.8,58.0,4081,6.28,6.33,4.02
34949,0.31,Ideal,I,SI2,61.0,56.0,379,4.39,4.43,2.69
14292,1.23,Premium,G,VS1,62.2,58.0,5786,6.78,6.74,4.27
52210,0.7,Very Good,E,SI1,59.4,63.0,2481,5.79,5.73,3.42
48581,0.54,Ideal,D,VS2,61.1,57.0,1993,5.25,5.22,3.2
28707,0.38,Ideal,H,SI1,61.5,56.0,680,4.67,4.69,2.88
1183,0.9,Fair,E,SI2,65.0,58.0,2930,6.08,6.04,3.94
11186,1.0,Ideal,D,SI2,61.5,56.0,4956,6.45,6.41,3.95
34951,0.29,Very Good,G,VS2,61.9,55.0,471,4.25,4.28,2.64
24588,2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84
16657,1.32,Premium,F,SI2,60.6,60.0,6660,7.1,7.05,4.29
53253,0.72,Premium,F,VS2,61.5,58.0,2646,5.73,5.69,3.51
22370,0.31,Premium,H,VS2,62.4,59.0,628,4.34,4.31,2.7
14321,1.51,Fair,J,SI2,65.1,59.0,5801,7.13,7.09,4.63
41627,0.24,Ideal,H,IF,62.1,57.0,504,4.0,4.04,2.5
3336,0.79,Ideal,E,VS2,59.3,57.0,3377,6.02,6.06,3.58
317,0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59
12215,0.9,Very Good,D,VS1,58.9,59.0,5195,6.22,6.31,3.69
50838,0.51,Premium,F,VVS2,61.9,56.0,2310,5.17,5.13,3.19
15691,0.29,Ideal,G,VVS2,60.7,54.0,607,4.33,4.37,2.64
49176,0.68,Good,F,SI1,58.1,60.0,2074,5.8,5.91,3.4
48532,0.51,Ideal,D,VS2,61.1,56.0,1986,5.16,5.2,3.17
23564,1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
18840,1.51,Very Good,H,SI2,60.8,58.0,7723,7.4,7.51,4.53
24456,2.01,Ideal,I,SI1,62.9,57.0,12717,8.05,7.98,5.04
16942,1.04,Very Good,G,VVS1,58.2,60.0,6766,6.66,6.71,3.89
7754,0.98,Fair,G,SI1,64.4,56.0,4281,6.33,6.24,4.03
6388,0.25,Very Good,E,VVS1,62.9,58.0,576,4.01,4.03,2.53
38827,0.42,Ideal,H,VS1,61.2,57.0,1048,4.87,4.8,2.96
20309,1.1,Very Good,G,VVS1,60.4,57.0,8724,6.7,6.77,4.07
40560,0.41,Very Good,D,VS1,62.8,57.0,1151,4.73,4.76,2.98
15521,1.02,Premium,F,VS2,62.7,59.0,6220,6.41,6.44,4.03
48406,0.61,Very Good,H,VVS2,60.5,57.0,1970,5.52,5.54,3.35
15375,0.4,Ideal,J,VS1,61.3,56.0,606,4.77,4.79,2.93
40022,0.34,Ideal,D,VS1,60.9,56.0,1109,4.56,4.51,2.76
22684,0.4,Ideal,E,SI2,61.0,58.0,629,4.76,4.78,2.91
41154,0.41,Ideal,G,VVS2,61.7,55.0,1199,4.81,4.85,2.98
31623,0.3,Ideal,H,SI1,62.4,55.0,450,4.3,4.32,2.69
32561,0.31,Ideal,E,VS1,62.0,55.0,800,4.35,4.38,2.7
41710,0.46,Very Good,E,VS2,62.2,58.0,1243,4.95,4.99,3.09
42660,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
28493,0.3,Ideal,E,VS2,61.5,55.0,673,4.3,4.34,2.66
10920,1.09,Ideal,F,SI2,61.2,57.0,4891,6.6,6.64,4.05
52402,0.71,Very Good,E,SI1,63.1,58.0,2511,5.65,5.69,3.58
10222,0.97,Ideal,G,SI2,61.6,56.0,4743,6.31,6.39,3.91
21959,1.02,Very Good,E,IF,61.7,60.0,10029,6.38,6.52,3.98
35357,0.42,Premium,D,SI2,60.0,61.0,898,4.89,4.85,2.92
29204,0.33,Ideal,I,IF,61.8,55.0,694,4.46,4.47,2.76
39768,0.36,Ideal,E,VS1,61.7,56.0,1094,4.58,4.56,2.82
19058,1.72,Ideal,H,SI1,62.2,57.0,7840,7.65,7.55,4.72
33094,0.37,Ideal,H,VVS1,62.0,53.0,815,4.63,4.66,2.88
6326,0.71,Ideal,D,VS2,61.2,55.0,4029,5.74,5.78,3.53
38757,0.51,Very Good,I,SI1,63.5,60.0,1046,5.03,5.05,3.2
27986,0.3,Ideal,E,VS2,62.1,55.0,658,4.28,4.32,2.67
1141,0.71,Very Good,E,VS2,63.7,58.0,2922,5.6,5.64,3.58
34296,0.3,Ideal,E,VS1,61.6,55.0,857,4.34,4.36,2.68
10952,0.97,Good,F,SI1,60.1,65.0,4900,6.46,6.36,3.85
12027,1.27,Ideal,I,SI2,62.1,56.0,5154,6.92,6.96,4.31
22070,1.57,Ideal,I,VS2,61.5,56.0,10093,7.56,7.49,4.63
16531,1.0,Premium,G,VS1,62.4,59.0,6606,6.35,6.4,3.98
43166,0.42,Ideal,D,VVS2,62.5,57.0,1389,4.8,4.77,2.99
51225,0.7,Fair,G,SI1,61.7,66.0,2352,5.7,5.58,3.48
51402,0.56,Ideal,D,VS1,61.6,57.0,2369,5.33,5.29,3.27
42012,0.51,Good,E,SI1,57.4,62.0,1266,5.24,5.29,3.02
39352,0.52,Very Good,I,SI1,63.3,55.0,1073,5.13,5.1,3.24
39786,0.39,Premium,G,VVS1,59.9,59.0,1095,4.73,4.75,2.84
24084,1.7,Very Good,H,VS2,63.3,57.0,12228,7.59,7.54,4.79
19049,0.3,Very Good,E,VVS2,59.7,57.0,622,4.37,4.43,2.62
10200,1.08,Ideal,H,SI1,62.7,57.0,4740,6.48,6.51,4.07
27572,2.01,Ideal,F,SI2,61.9,55.0,18395,8.1,8.05,5.0
40763,0.55,Ideal,J,VS2,62.6,57.0,1165,5.21,5.17,3.25
5237,0.9,Fair,F,SI2,62.6,58.0,3787,6.01,6.06,3.78
4143,0.9,Ideal,I,VS1,62.4,57.0,3545,6.17,6.21,3.86
19752,1.01,Premium,F,VVS2,61.8,59.0,8319,6.46,6.42,3.98
42575,0.51,Very Good,H,VS2,60.1,59.8,1328,5.14,5.19,3.1
532,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42
47230,0.7,Fair,H,SI1,66.0,56.0,1840,5.5,5.53,3.64
9054,0.34,Ideal,I,SI1,60.2,57.0,589,4.54,4.5,2.72
35897,0.32,Ideal,G,IF,61.2,55.0,918,4.41,4.44,2.71
34891,0.31,Ideal,D,VS2,59.4,56.0,879,4.45,4.4,2.63
37085,0.41,Premium,E,SI1,61.4,56.0,969,4.81,4.77,2.94
20494,1.84,Ideal,J,VS1,62.4,56.0,8828,7.84,7.8,4.89
4226,0.9,Very Good,I,VS2,63.2,56.0,3570,6.15,6.09,3.87
16847,1.0,Ideal,E,VS2,61.6,57.0,6720,6.44,6.38,3.95
27786,0.37,Premium,E,SI1,61.8,58.0,649,4.59,4.64,2.85
26207,1.53,Ideal,F,VS1,61.5,59.0,15592,7.38,7.46,4.56
18028,1.09,Ideal,G,VS2,62.8,57.0,7292,6.54,6.58,4.12
7960,1.04,Premium,F,SI2,62.8,55.0,4321,6.48,6.41,4.05
1868,0.8,Very Good,E,SI2,62.6,59.0,3070,5.84,5.91,3.68
10028,0.29,Good,F,VS1,62.1,56.0,415,4.24,4.26,2.64
8255,1.21,Ideal,F,I1,62.0,56.0,4377,6.84,6.8,4.23
24755,2.01,Very Good,J,VS2,61.1,59.0,13109,8.04,8.07,4.92
28910,0.3,Premium,G,VVS2,62.6,58.0,684,4.27,4.29,2.68
10258,1.01,Fair,H,VS2,64.5,60.0,4751,6.3,6.25,4.05
22079,1.61,Ideal,I,VS2,62.5,57.0,10098,7.49,7.43,4.66
15332,1.19,Very Good,D,SI2,61.1,58.0,6157,6.84,6.88,4.19
15235,1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7
23809,1.7,Good,H,SI1,63.9,56.0,11869,7.61,7.53,4.84
31887,0.3,Premium,G,VS1,61.4,60.0,776,4.33,4.3,2.65
15196,1.51,Good,J,SI2,58.1,64.0,6104,7.53,7.57,4.39
17257,1.01,Ideal,F,SI1,62.0,56.0,6907,6.41,6.46,3.99
32667,0.31,Premium,G,VS1,61.2,60.0,802,4.39,4.37,2.68
52825,0.7,Good,F,SI1,58.7,64.0,2573,5.77,5.78,3.39
6292,0.9,Very Good,H,VS1,63.0,62.0,4021,6.09,6.0,3.81
3018,0.71,Ideal,G,VVS2,61.7,57.0,3307,5.72,5.74,3.53
29957,0.34,Good,E,SI2,63.1,56.0,445,4.46,4.51,2.83
34298,0.4,Good,E,SI1,64.2,57.0,857,4.68,4.66,3.0
36496,0.34,Ideal,E,VVS2,62.4,55.0,944,4.47,4.51,2.79
29968,0.31,Very Good,H,SI1,62.3,55.0,446,4.34,4.36,2.71
43038,0.5,Ideal,F,SI1,60.2,63.0,1374,5.12,5.15,3.09
34422,0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.35,2.69
18881,1.33,Ideal,H,SI1,60.1,57.0,7742,7.14,7.2,4.31
21794,1.0,Good,F,IF,63.2,63.0,9867,6.24,6.26,3.95
25194,2.07,Premium,E,SI2,58.9,61.0,13786,8.45,8.35,4.95
39783,0.36,Ideal,D,VS2,61.1,57.0,1094,4.62,4.58,2.81
14687,1.25,Premium,I,VS2,62.2,57.0,5925,6.92,6.84,4.28
10121,1.01,Very Good,G,SI1,60.0,58.0,4719,6.51,6.55,3.92
26142,1.54,Very Good,G,IF,59.4,60.0,15444,7.55,7.61,4.5
42038,0.54,Ideal,H,SI1,61.1,56.0,1268,5.25,5.27,3.21
11875,1.07,Ideal,H,VS2,61.8,56.0,5108,6.52,6.55,4.04
6387,0.25,Ideal,E,VVS2,61.6,57.0,576,4.08,4.1,2.52
31202,0.32,Ideal,D,SI1,59.6,57.0,756,4.47,4.42,2.65
28399,0.35,Very Good,E,VS2,60.2,60.0,669,4.54,4.57,2.74
31783,0.42,Ideal,E,SI1,62.6,57.0,773,4.81,4.84,3.02
9349,1.11,Very Good,H,SI2,59.0,59.0,4584,6.79,6.82,4.02
17479,1.51,Premium,H,SI2,62.3,62.0,7018,7.32,7.21,4.51
14008,1.01,Good,F,VS2,65.2,57.0,5700,6.19,6.23,4.05
29745,0.32,Ideal,H,VVS1,62.0,55.0,708,4.42,4.45,2.75
27051,0.33,Ideal,I,VVS1,62.2,54.0,646,4.43,4.45,2.76
27812,0.28,Ideal,G,IF,61.3,57.0,650,4.25,4.27,2.6
37261,0.32,Very Good,I,SI2,63.4,56.0,480,4.37,4.34,2.76
3825,0.73,Ideal,E,VS1,61.4,55.0,3471,5.8,5.82,3.57
7485,1.02,Premium,F,SI2,63.0,58.0,4238,6.44,6.38,4.04
21399,1.51,Ideal,E,SI2,62.9,57.0,9513,7.29,7.23,4.57
27912,0.26,Very Good,E,VVS1,61.5,56.0,657,4.1,4.15,2.53
44460,0.55,Ideal,I,VVS1,61.7,56.0,1593,5.24,5.29,3.25
17398,0.32,Ideal,G,SI1,61.4,57.0,612,4.41,4.38,2.7
23983,1.51,Very Good,F,SI1,62.6,57.0,12141,7.25,7.31,4.56
20474,1.73,Premium,F,SI2,63.0,60.0,8816,7.63,7.52,4.77
37996,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0
41759,0.43,Very Good,E,VVS2,60.8,57.0,1245,4.89,4.92,2.98
12964,1.0,Premium,D,SI1,61.5,60.0,5390,6.34,6.38,3.91
43558,0.57,Premium,E,SI1,62.5,57.0,1429,5.28,5.22,3.28
12856,1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09
25982,1.2,Ideal,E,VVS1,60.1,61.0,15185,6.83,6.91,4.13
38848,0.4,Ideal,I,IF,62.2,56.0,1050,4.75,4.71,2.94
37289,0.24,Very Good,E,VVS2,62.9,57.0,485,3.96,3.99,2.5
7752,0.92,Very Good,G,SI1,61.8,54.0,4281,6.25,6.37,3.9
18713,0.27,Very Good,E,VVS1,60.9,59.0,620,4.17,4.21,2.55
7736,0.43,Premium,H,I1,62.0,59.0,581,4.83,4.78,2.98
3836,1.0,Fair,H,SI2,66.1,59.0,3472,6.18,6.13,4.07
17021,1.01,Ideal,F,VS2,60.3,56.0,6794,6.56,6.5,3.94
6182,0.97,Premium,F,SI2,59.9,59.0,3993,6.45,6.38,3.84
46633,0.3,Very Good,E,SI1,62.9,56.0,526,4.24,4.31,2.69
25494,1.53,Very Good,E,VS2,61.2,60.0,14282,7.49,7.4,4.56
45603,0.71,Premium,J,SI1,62.4,61.0,1690,5.68,5.63,3.53
7822,1.0,Premium,D,SI2,60.3,58.0,4295,6.48,6.45,3.9
1765,0.75,Very Good,D,SI1,59.7,62.0,3046,5.89,5.94,3.53
16560,1.04,Ideal,G,VS2,61.6,55.0,6617,6.51,6.55,4.02
37607,0.24,Very Good,F,VVS1,63.5,54.0,485,3.92,3.96,2.5
36958,0.28,Good,H,VVS1,56.0,64.0,480,4.38,4.41,2.46
10846,1.0,Ideal,H,SI1,61.9,57.0,4872,6.43,6.39,3.97
50549,0.7,Very Good,G,SI1,63.0,59.0,2276,5.64,5.67,3.56
22775,1.86,Very Good,J,VS2,62.5,55.0,10798,7.81,7.9,4.91
19767,1.65,Ideal,J,SI1,62.5,56.0,8334,7.59,7.54,4.73
3275,0.51,Premium,F,SI1,62.7,62.0,3360,5.09,4.96,3.15
22089,1.09,Premium,E,VVS2,59.9,59.0,10111,6.73,6.7,4.02
26742,2.47,Premium,J,SI2,59.4,59.0,16532,8.85,8.79,5.24
19229,1.0,Ideal,D,VS1,62.4,55.0,7966,6.4,6.43,4.0
31909,0.3,Ideal,G,VS1,61.8,54.0,776,4.32,4.29,2.66
22427,1.07,Ideal,E,VVS2,61.8,54.0,10453,6.56,6.61,4.07
50522,0.7,Very Good,E,SI2,63.1,56.0,2273,5.66,5.63,3.56
41160,0.38,Ideal,F,VVS1,61.9,54.0,1200,4.67,4.7,2.9
18139,1.37,Ideal,I,VS2,61.5,55.0,7346,7.18,7.2,4.42
39587,0.42,Ideal,F,VS1,61.6,56.0,1082,4.82,4.8,2.96
31434,0.3,Ideal,H,IF,62.1,57.0,764,4.29,4.31,2.67
12688,1.04,Premium,H,SI1,60.7,62.0,5311,6.57,6.51,3.97
5416,0.75,Premium,F,VVS2,62.4,57.0,3822,5.88,5.75,3.63
53198,0.7,Premium,G,VS2,61.6,58.0,2633,5.69,5.73,3.52
46389,0.55,Ideal,E,VS1,61.5,57.0,1764,5.23,5.27,3.23
24889,2.0,Ideal,H,VS2,60.5,56.0,13320,8.34,8.22,5.01
51237,0.7,Ideal,I,VVS2,62.3,55.0,2353,5.66,5.7,3.54
31375,0.31,Good,G,VVS1,58.0,62.0,761,4.42,4.47,2.58
7105,1.51,Fair,G,I1,65.6,54.0,4167,7.28,7.1,4.72
10231,1.06,Ideal,I,SI1,61.9,54.0,4745,6.56,6.59,4.07
41693,0.63,Good,F,SI2,64.2,56.0,1240,5.4,5.34,3.45
31860,0.3,Ideal,H,VVS2,61.3,56.0,776,4.35,4.33,2.66
53223,0.5,Ideal,D,VVS2,61.9,55.1,2639,5.07,5.1,3.15
40147,0.35,Ideal,E,VVS1,62.2,56.0,1116,4.53,4.51,2.81
43708,0.46,Premium,E,VS1,61.9,58.0,1437,4.94,4.91,3.05
41555,0.5,Very Good,G,SI1,62.8,56.0,1237,5.05,5.08,3.18
52136,0.7,Good,D,SI1,58.8,64.0,2468,5.74,5.79,3.39
53565,0.7,Very Good,E,VS1,63.4,62.0,2695,5.64,5.56,3.55
37164,0.32,Ideal,D,VS2,61.9,55.0,972,4.43,4.39,2.73
21359,1.28,Premium,G,VS1,60.9,58.0,9505,7.09,7.01,4.29
6906,1.01,Good,G,SI2,63.7,59.0,4135,6.38,6.31,4.04
46887,0.7,Very Good,G,SI2,63.3,57.0,1814,5.61,5.51,3.52
51914,0.71,Very Good,F,SI1,61.8,58.0,2436,5.72,5.81,3.56
19125,1.51,Very Good,I,SI1,63.1,56.0,7891,7.28,7.33,4.61
24123,1.28,Very Good,F,VVS2,58.9,57.0,12285,7.13,7.17,4.21
7149,1.28,Ideal,F,SI2,59.7,57.0,4179,7.12,7.06,4.23
15990,1.01,Very Good,E,VS2,62.0,55.0,6399,6.42,6.46,3.99
32554,0.32,Ideal,F,VVS2,62.1,55.0,800,4.37,4.39,2.72
2529,0.7,Ideal,G,VVS2,60.8,56.0,3205,5.75,5.79,3.51
749,0.33,Premium,I,SI1,60.4,59.0,557,4.54,4.5,2.73
13387,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
15324,1.23,Ideal,H,SI2,62.4,57.0,6152,6.79,6.84,4.25
16281,1.11,Ideal,F,SI1,61.1,57.0,6512,6.67,6.69,4.08
23813,1.71,Very Good,D,SI2,63.5,59.0,11873,7.57,7.59,4.81
25482,1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53
52159,0.7,Very Good,E,VS2,58.8,56.0,2473,5.79,5.84,3.42
35958,0.33,Very Good,H,SI1,63.0,58.0,475,4.4,4.42,2.78
24371,0.32,Ideal,E,VS2,61.6,56.0,637,4.4,4.43,2.72
21403,1.57,Ideal,J,VVS2,61.4,57.0,9516,7.5,7.45,4.59
39839,0.52,Ideal,H,SI1,61.9,56.0,1098,5.16,5.22,3.2
41519,0.32,Premium,F,VVS1,60.7,58.0,1235,4.4,4.43,2.68
32639,0.34,Very Good,I,SI1,60.4,56.0,459,4.54,4.56,2.75
23925,1.74,Premium,D,SI2,61.9,58.0,12052,7.73,7.67,4.77
43330,0.4,Very Good,F,IF,62.8,57.0,1404,4.65,4.68,2.93
32638,0.32,Ideal,G,SI2,61.6,56.0,459,4.4,4.43,2.72
26904,2.26,Ideal,I,SI1,62.4,57.0,16904,8.43,8.37,5.24
6341,1.0,Fair,G,VS2,44.0,53.0,4032,6.31,6.24,4.12
3942,0.8,Very Good,D,SI1,62.9,60.0,3502,5.89,5.94,3.72
11565,1.09,Ideal,E,SI2,61.9,55.0,5035,6.6,6.64,4.1
10348,0.9,Ideal,E,VS2,62.7,56.0,4770,6.14,6.18,3.86
51415,0.76,Ideal,H,SI1,62.4,55.0,2371,5.87,5.83,3.65
25395,1.54,Ideal,G,VS2,61.4,57.0,14103,7.47,7.42,4.57
45418,0.55,Ideal,E,SI1,61.7,57.0,1668,5.27,5.23,3.24
35889,0.32,Ideal,G,IF,61.4,55.0,918,4.42,4.44,2.72
6254,0.93,Premium,F,SI1,62.5,58.0,4010,6.22,6.19,3.88
38016,0.39,Premium,H,VS1,61.7,57.0,1009,4.68,4.65,2.88
40808,0.51,Very Good,H,SI1,62.0,57.0,1170,5.11,5.19,3.19
31521,0.34,Ideal,E,SI1,62.9,55.0,765,4.5,4.47,2.82
18382,0.31,Good,F,SI1,64.1,61.0,618,4.29,4.2,2.72
49427,0.7,Premium,F,SI2,61.9,62.0,2107,5.69,5.66,3.51
6704,0.36,Premium,J,SI1,61.6,60.0,410,4.54,4.58,2.81
45926,0.53,Premium,E,VS2,59.8,58.0,1721,5.26,5.27,3.15
16693,0.32,Good,I,SI1,63.5,57.0,421,4.3,4.33,2.74
37564,0.31,Ideal,G,IF,62.6,57.0,988,4.32,4.3,2.7
29202,0.44,Very Good,J,VS1,61.9,57.0,694,4.83,4.9,3.01
17409,1.02,Very Good,D,VS2,62.7,58.0,6974,6.35,6.44,4.01
26812,2.09,Ideal,H,SI2,60.6,57.0,16703,8.3,8.2,5.0
26370,1.5,Ideal,D,VS2,62.6,56.0,15848,7.21,7.27,4.53
5735,0.91,Very Good,G,SI2,63.4,60.0,3891,6.11,6.06,3.86
31368,0.33,Ideal,F,VVS2,61.8,54.0,761,4.47,4.5,2.77
19153,1.01,Good,F,VVS2,62.7,61.0,7915,6.3,6.34,3.96
42838,0.41,Ideal,F,VVS1,60.9,56.0,1356,4.83,4.79,2.93
30438,0.32,Ideal,H,VVS1,61.9,55.0,730,4.37,4.38,2.71
10605,1.17,Good,H,SI2,63.8,58.0,4826,6.57,6.73,4.24
42291,0.32,Ideal,I,VS1,62.4,54.0,505,4.36,4.39,2.73
21012,1.3,Ideal,G,VS2,61.9,55.0,9225,7.04,7.01,4.35
9488,1.01,Good,D,SI2,64.5,58.0,4606,6.18,6.26,4.01
34690,0.3,Ideal,F,IF,60.4,60.0,873,4.32,4.35,2.62
717,0.8,Ideal,G,SI2,61.6,56.0,2856,5.97,6.01,3.69
34053,0.36,Ideal,D,SI1,59.5,56.0,851,4.68,4.63,2.77
11250,1.21,Premium,J,VS2,61.9,58.0,4968,6.84,6.79,4.22
47149,0.71,Fair,H,VS2,62.1,70.0,1832,5.67,5.6,3.5
46759,0.65,Very Good,I,VVS1,61.8,56.0,1801,5.53,5.57,3.43
17367,1.01,Premium,E,VS2,62.2,58.0,6968,6.41,6.36,3.97
45412,0.51,Ideal,G,VS1,61.7,56.0,1668,5.1,5.2,3.18
22892,1.5,Ideal,I,VVS2,60.7,60.0,10931,7.35,7.4,4.48
45816,0.5,Ideal,D,VS2,61.9,59.0,1712,5.07,5.1,3.15
47987,0.25,Very Good,D,VVS1,63.8,54.0,533,3.94,3.99,2.53
7700,1.01,Fair,D,SI1,65.9,60.0,4276,6.32,6.18,4.12
48772,0.72,Premium,E,SI2,61.6,59.0,2019,5.83,5.68,3.55
9704,0.32,Ideal,D,SI1,59.3,55.0,589,4.51,4.53,2.68
31020,0.37,Premium,I,VS1,61.4,59.0,749,4.61,4.55,2.81
9033,0.36,Ideal,H,VS2,61.0,57.0,587,4.59,4.63,2.81
30880,0.33,Premium,E,SI1,60.2,58.0,743,4.55,4.49,2.72
51056,0.7,Premium,H,SI1,59.0,60.0,2331,5.86,5.81,3.44
15407,1.02,Ideal,G,VS2,61.9,53.0,6169,6.5,6.48,4.02
18739,1.04,Ideal,G,VS1,61.9,57.0,7655,6.51,6.55,4.04
36329,0.32,Ideal,G,VVS2,61.5,57.0,936,4.43,4.39,2.71
21752,1.12,Ideal,G,VVS2,61.6,55.0,9820,6.68,6.74,4.13
24586,1.64,Premium,E,SI1,61.8,59.0,12896,7.55,7.51,4.65
43386,0.55,Very Good,F,SI1,59.5,61.0,1410,5.28,5.41,3.18
34593,0.3,Ideal,G,SI1,62.3,54.0,469,4.29,4.32,2.68
48168,0.57,Ideal,G,VS1,62.5,54.2,1943,5.29,5.31,3.31
41047,0.51,Ideal,G,SI2,62.0,56.0,1188,5.13,5.16,3.19
18746,1.52,Ideal,I,SI2,60.2,57.0,7661,7.47,7.38,4.47
35907,0.4,Ideal,F,SI1,62.6,54.0,918,4.77,4.7,2.96
53639,0.3,Ideal,D,SI1,61.0,56.0,552,4.35,4.37,2.66
27012,2.05,Very Good,E,SI2,62.5,56.0,17138,8.08,8.17,5.08
49679,0.53,Ideal,E,VS1,60.1,57.0,2143,5.25,5.31,3.17
50623,0.3,Ideal,E,SI2,62.1,54.0,401,4.32,4.35,2.69
28658,0.32,Ideal,F,VS1,61.3,55.0,676,4.43,4.46,2.72
19126,1.39,Very Good,I,VS1,62.2,57.0,7893,7.17,7.1,4.44
1990,0.71,Very Good,D,VS2,63.0,58.0,3096,5.65,5.68,3.57
38069,0.3,Ideal,F,IF,61.1,57.0,1013,4.39,4.35,2.67
42519,0.5,Fair,D,SI1,64.6,58.0,1323,5.0,4.97,3.22
47157,0.55,Ideal,G,VS2,61.1,57.0,1833,5.29,5.31,3.24
51925,0.9,Fair,J,SI1,64.6,61.0,2438,5.92,5.87,3.81
14101,1.28,Ideal,I,SI2,62.5,59.0,5719,6.88,6.95,4.32
18699,0.41,Very Good,D,SI2,59.9,60.0,619,4.78,4.8,2.87
5983,1.13,Good,F,SI2,64.0,58.0,3952,6.52,6.58,4.19
1984,0.71,Ideal,G,VVS2,62.5,57.0,3095,5.7,5.73,3.57
15630,1.01,Premium,F,VS2,62.3,58.0,6271,6.34,6.3,3.94
9674,1.13,Premium,G,SI2,61.5,59.0,4647,6.73,6.69,4.13
4493,1.0,Ideal,I,SI2,58.8,55.0,3629,6.53,6.46,3.82
8765,1.0,Very Good,H,SI1,63.6,54.0,4467,6.33,6.37,4.04
19406,2.0,Fair,H,I1,66.8,57.0,8064,7.81,7.72,5.19
34313,0.43,Very Good,D,SI2,63.4,57.0,858,4.81,4.78,3.04
40032,0.47,Premium,G,SI1,59.5,60.0,1110,5.09,5.06,3.02
